index,btc_HWES
454,10504.96882
455,10563.52012
456,10622.07141
457,10680.62271
458,10739.17401
459,10797.72531
460,16517.61793
461,16778.61753
462,17039.61713
463,17300.61673
464,17561.61632
465,17822.61592
466,18083.61552
467,18344.61512
468,18605.61472
469,18866.61432
470,19127.61392
471,19388.61352
472,19649.61312
473,19910.61272
474,20171.61232
475,14321.63949
476,14427.17722
477,14532.71495
478,14638.25269
479,14743.79042
480,14849.32815
481,14954.86588
482,15060.40361
483,15165.94134
484,15271.47907
485,15377.01681
486,15482.55454
487,15588.09227
488,15693.63
489,15799.16773
490,13901.04919
491,14008.91582
492,14116.78246
493,14224.64909
494,14332.51573
495,14440.38236
496,14548.249
497,14656.11563
498,14763.98227
499,14871.8489
500,14979.71554
501,15087.58217
502,15195.44881
503,15303.31544
504,15411.18208
505,11487.94721
506,11543.79412
507,11599.64102
508,11655.48793
509,11711.33483
510,11767.18174
511,11823.02864
512,11878.87554
513,11934.72245
514,11990.56935
515,12046.41626
516,12102.26316
517,12158.11007
518,12213.95697
519,12269.80388
520,7954.633159
521,7837.227397
522,7719.821635
523,7602.415873
524,7485.01011
525,7367.604348
526,7250.198586
527,7132.792824
528,7015.387062
529,6897.9813
530,6780.575538
531,6663.169775
532,6545.764013
533,6428.358251
534,6310.952489
535,10309.65583
536,10299.77033
537,10289.88484
538,10279.99934
539,10270.11385
540,10260.22835
541,10250.34286
542,10240.45736
543,10230.57187
544,10220.68637
545,10210.80088
546,10200.91538
547,10191.02988
548,10181.14439
549,10171.25889
550,9096.473893
551,9040.488315
552,8984.502737
553,8928.517159
554,8872.531581
555,8816.546003
556,8760.560425
557,8704.574846
558,8648.589268
559,8592.60369
560,8536.618112
561,8480.632534
562,8424.646956
563,8368.661378
564,8312.6758
565,7880.622742
566,7814.018166
567,7747.413589
568,7680.809013
569,7614.204436
570,7547.59986
571,7480.995283
572,7414.390706
573,7347.78613
574,7281.181553
575,7214.576977
576,7147.9724
577,7081.367824
578,7014.763247
579,6948.15867
580,7880.51056
581,7857.833215
582,7835.155871
583,7812.478526
584,7789.801181
585,7767.123836
586,7744.446491
587,7721.769147
588,7699.091802
589,7676.414457
590,7653.737112
591,7631.059767
592,7608.382423
593,7585.705078
594,7563.027733
595,8899.837016
596,8869.469195
597,8839.101374
598,8808.733554
599,8778.365733
600,8747.997912
601,8717.630092
602,8687.262271
603,8656.89445
604,8626.526629
605,8596.158809
606,8565.790988
607,8535.423167
608,8505.055347
609,8474.687526
610,8464.544848
611,8465.462262
612,8466.379676
613,8467.297089
614,8468.214503
615,8469.131917
616,8470.049331
617,8470.966745
618,8471.884159
619,8472.801572
620,8473.718986
621,8474.6364
622,8475.553814
623,8476.471228
624,8477.388642
625,7304.727174
626,7265.415629
627,7226.104084
628,7186.792538
629,7147.480993
630,7108.169447
631,7068.857902
632,7029.546357
633,6990.234811
634,6950.923266
635,6911.61172
636,6872.300175
637,6832.988629
638,6793.677084
639,6754.365539
640,6816.607992
641,6762.479742
642,6708.351493
643,6654.223244
644,6600.094994
645,6545.966745
646,6491.838496
647,6437.710246
648,6383.581997
649,6329.453748
650,6275.325498
651,6221.197249
652,6167.069
653,6112.94075
654,6058.812501
655,6053.024435
656,6003.406252
657,5953.788068
658,5904.169885
659,5854.551702
660,5804.933518
661,5755.315335
662,5705.697152
663,5656.078968
664,5606.460785
665,5556.842601
666,5507.224418
667,5457.606235
668,5407.988051
669,5358.369868
670,6384.831747
671,6367.931891
672,6351.032035
673,6334.132179
674,6317.232323
675,6300.332467
676,6283.432611
677,6266.532755
678,6249.632899
679,6232.733043
680,6215.833186
681,6198.93333
682,6182.033474
683,6165.133618
684,6148.233762
685,8028.880943
686,8092.131433
687,8155.381924
688,8218.632414
689,8281.882905
690,8345.133395
691,8408.383886
692,8471.634376
693,8534.884866
694,8598.135357
695,8661.385847
696,8724.636338
697,8787.886828
698,8851.137319
699,8914.387809
700,6043.461893
701,5932.00811
702,5820.554326
703,5709.100543
704,5597.64676
705,5486.192977
706,5374.739194
707,5263.285411
708,5151.831628
709,5040.377845
710,4928.924062
711,4817.470278
712,4706.016495
713,4594.562712
714,4483.108929
715,6756.714691
716,6775.319242
717,6793.923792
718,6812.528343
719,6831.132894
720,6849.737444
721,6868.341995
722,6886.946546
723,6905.551096
724,6924.155647
725,6942.760198
726,6961.364748
727,6979.969299
728,6998.57385
729,7017.1784
730,6203.037162
731,6164.950051
732,6126.86294
733,6088.775829
734,6050.688718
735,6012.601607
736,5974.514495
737,5936.427384
738,5898.340273
739,5860.253162
740,5822.166051
741,5784.07894
742,5745.991829
743,5707.904718
744,5669.817607
745,6588.996442
746,6592.661576
747,6596.326711
748,6599.991845
749,6603.656979
750,6607.322113
751,6610.987248
752,6614.652382
753,6618.317516
754,6621.982651
755,6625.647785
756,6629.312919
757,6632.978053
758,6636.643188
759,6640.308322
760,6626.180904
761,6625.540803
762,6624.900702
763,6624.2606
764,6623.620499
765,6622.980398
766,6622.340297
767,6621.700195
768,6621.060094
769,6620.419993
770,6619.779892
771,6619.13979
772,6618.499689
773,6617.859588
774,6617.219487
775,6488.781486
776,6487.611688
777,6486.44189
778,6485.272091
779,6484.102293
780,6482.932494
781,6481.762696
782,6480.592898
783,6479.423099
784,6478.253301
785,6477.083503
786,6475.913704
787,6474.743906
788,6473.574108
789,6472.404309
790,6446.050687
791,6446.841565
792,6447.632443
793,6448.423321
794,6449.214199
795,6450.005076
796,6450.795954
797,6451.586832
798,6452.37771
799,6453.168588
800,6453.959466
801,6454.750343
802,6455.541221
803,6456.332099
804,6457.122977
805,4238.803159
806,4125.489479
807,4012.175799
808,3898.862119
809,3785.548439
810,3672.234759
811,3558.921079
812,3445.607399
813,3332.293719
814,3218.980039
815,3105.666359
816,2992.352679
817,2879.038999
818,2765.725319
819,2652.411639
820,3373.26509
821,3297.660383
822,3222.055676
823,3146.450969
824,3070.846263
825,2995.241556
826,2919.636849
827,2844.032142
828,2768.427435
829,2692.822729
830,2617.218022
831,2541.613315
832,2466.008608
833,2390.403901
834,2314.799195
835,4017.598176
836,4039.754766
837,4061.911357
838,4084.067947
839,4106.224537
840,4128.381127
841,4150.537717
842,4172.694308
843,4194.850898
844,4217.007488
845,4239.164078
846,4261.320668
847,4283.477259
848,4305.633849
849,4327.790439
850,4053.284784
851,4074.182285
852,4095.079785
853,4115.977286
854,4136.874787
855,4157.772288
856,4178.669789
857,4199.56729
858,4220.464791
859,4241.362292
860,4262.259793
861,4283.157294
862,4304.054795
863,4324.952295
864,4345.849796
865,3551.353131
866,3515.453029
867,3479.552927
868,3443.652824
869,3407.752722
870,3371.85262
871,3335.952518
872,3300.052415
873,3264.152313
874,3228.252211
875,3192.352109
876,3156.452006
877,3120.551904
878,3084.651802
879,3048.7517
880,3393.007494
881,3380.064408
882,3367.121321
883,3354.178235
884,3341.235149
885,3328.292062
886,3315.348976
887,3302.40589
888,3289.462803
889,3276.519717
890,3263.576631
891,3250.633545
892,3237.690458
893,3224.747372
894,3211.804286
895,3977.512328
896,4008.904369
897,4040.29641
898,4071.688451
899,4103.080493
900,4134.472534
901,4165.864575
902,4197.256616
903,4228.648657
904,4260.040699
905,4291.43274
906,4322.824781
907,4354.216822
908,4385.608864
909,4417.000905
910,3882.251812
911,3887.625382
912,3892.998953
913,3898.372524
914,3903.746094
915,3909.119665
916,3914.493236
917,3919.866806
918,3925.240377
919,3930.613948
920,3935.987518
921,3941.361089
922,3946.73466
923,3952.10823
924,3957.481801
925,4020.652083
926,4029.402354
927,4038.152626
928,4046.902897
929,4055.653169
930,4064.40344
931,4073.153712
932,4081.903984
933,4090.654255
934,4099.404527
935,4108.154798
936,4116.90507
937,4125.655341
938,4134.405613
939,4143.155884
940,5203.595163
941,5217.81437
942,5232.033577
943,5246.252783
944,5260.47199
945,5274.691197
946,5288.910404
947,5303.129611
948,5317.348818
949,5331.568024
950,5345.787231
951,5360.006438
952,5374.225645
953,5388.444852
954,5402.664058
955,5393.519003
956,5418.723965
957,5443.928927
958,5469.133889
959,5494.338851
960,5519.543814
961,5544.748776
962,5569.953738
963,5595.1587
964,5620.363662
965,5645.568624
966,5670.773586
967,5695.978548
968,5721.18351
969,5746.388472
970,5780.97582
971,5809.394508
972,5837.813197
973,5866.231885
974,5894.650574
975,5923.069262
976,5951.487951
977,5979.906639
978,6008.325328
979,6036.744016
980,6065.162705
981,6093.581393
982,6122.000081
983,6150.41877
984,6178.837458
985,7703.478077
986,7751.96207
987,7800.446063
988,7848.930057
989,7897.41405
990,7945.898043
991,7994.382037
992,8042.86603
993,8091.350023
994,8139.834017
995,8188.31801
996,8236.802003
997,8285.285997
998,8333.76999
999,8382.253983
1000,7838.942789
1001,7874.179082
1002,7909.415374
1003,7944.651667
1004,7979.88796
1005,8015.124253
1006,8050.360546
1007,8085.596839
1008,8120.833132
1009,8156.069424
1010,8191.305717
1011,8226.54201
1012,8261.778303
1013,8297.014596
1014,8332.250889
1015,10253.59878
1016,10335.72561
1017,10417.85245
1018,10499.97929
1019,10582.10613
1020,10664.23297
1021,10746.3598
1022,10828.48664
1023,10910.61348
1024,10992.74032
1025,11074.86716
1026,11156.99399
1027,11239.12083
1028,11321.24767
1029,11403.37451
1030,11283.28558
1031,11358.30225
1032,11433.31891
1033,11508.33557
1034,11583.35223
1035,11658.36889
1036,11733.38556
1037,11808.40222
1038,11883.41888
1039,11958.43554
1040,12033.4522
1041,12108.46886
1042,12183.48553
1043,12258.50219
1044,12333.51885
1045,10681.51458
1046,10734.32779
1047,10787.141
1048,10839.95421
1049,10892.76742
1050,10945.58062
1051,10998.39383
1052,11051.20704
1053,11104.02025
1054,11156.83346
1055,11209.64667
1056,11262.45988
1057,11315.27309
1058,11368.0863
1059,11420.89951
1060,11704.43309
1061,11769.41243
1062,11834.39176
1063,11899.3711
1064,11964.35044
1065,12029.32977
1066,12094.30911
1067,12159.28844
1068,12224.26778
1069,12289.24711
1070,12354.22645
1071,12419.20579
1072,12484.18512
1073,12549.16446
1074,12614.14379
1075,10810.1228
1076,10843.86084
1077,10877.59887
1078,10911.33691
1079,10945.07494
1080,10978.81298
1081,11012.55101
1082,11046.28905
1083,11080.02708
1084,11113.76512
1085,11147.50315
1086,11181.24119
1087,11214.97922
1088,11248.71726
1089,11282.45529
1090,10589.56315
1091,10596.37108
1092,10603.179
1093,10609.98693
1094,10616.79485
1095,10623.60278
1096,10630.41071
1097,10637.21863
1098,10644.02656
1099,10650.83448
1100,10657.64241
1101,10664.45034
1102,10671.25826
1103,10678.06619
1104,10684.87411
1105,10250.14329
1106,10247.47189
1107,10244.80048
1108,10242.12907
1109,10239.45766
1110,10236.78625
1111,10234.11484
1112,10231.44343
1113,10228.77202
1114,10226.10062
1115,10223.42921
1116,10220.7578
1117,10218.08639
1118,10215.41498
1119,10212.74357
1120,8115.863658
1121,8071.650928
1122,8027.438199
1123,7983.22547
1124,7939.01274
1125,7894.800011
1126,7850.587282
1127,7806.374552
1128,7762.161823
1129,7717.949094
1130,7673.736364
1131,7629.523635
1132,7585.310906
1133,7541.098177
1134,7496.885447
1135,7927.943944
1136,7897.499193
1137,7867.054442
1138,7836.609692
1139,7806.164941
1140,7775.720191
1141,7745.27544
1142,7714.830689
1143,7684.385939
1144,7653.941188
1145,7623.496438
1146,7593.051687
1147,7562.606936
1148,7532.162186
1149,7501.717435
1150,9246.845263
1151,9286.785309
1152,9326.725355
1153,9366.6654
1154,9406.605446
1155,9446.545491
1156,9486.485537
1157,9526.425582
1158,9566.365628
1159,9606.305673
1160,9646.245719
1161,9686.185764
1162,9726.12581
1163,9766.065855
1164,9806.005901
1165,8152.359708
1166,8127.229251
1167,8102.098794
1168,8076.968337
1169,8051.83788
1170,8026.707423
1171,8001.576966
1172,7976.446509
1173,7951.316052
1174,7926.185595
1175,7901.055138
1176,7875.924682
1177,7850.794225
1178,7825.663768
1179,7800.533311
1180,7259.01881
1181,7221.394327
1182,7183.769845
1183,7146.145362
1184,7108.52088
1185,7070.896397
1186,7033.271915
1187,6995.647432
1188,6958.02295
1189,6920.398467
1190,6882.773985
1191,6845.149502
1192,6807.52502
1193,6769.900538
1194,6732.276055
1195,7249.975611
1196,7219.118951
1197,7188.262292
1198,7157.405632
1199,7126.548973
1200,7095.692313
1201,7064.835654
1202,7033.978994
1203,7003.122335
1204,6972.265676
1205,6941.409016
1206,6910.552357
1207,6879.695697
1208,6848.839038
1209,6817.982378
1210,6939.251197
1211,6932.851609
1212,6926.452021
1213,6920.052433
1214,6913.652845
1215,6907.253258
1216,6900.85367
1217,6894.454082
1218,6888.054494
1219,6881.654906
1220,6875.255318
1221,6868.85573
1222,6862.456142
1223,6856.056554
1224,6849.656967
1225,8945.815995
1226,8991.965147
1227,9038.1143
1228,9084.263452
1229,9130.412604
1230,9176.561757
1231,9222.710909
1232,9268.860061
1233,9315.009214
1234,9361.158366
1235,9407.307518
1236,9453.456671
1237,9499.605823
1238,9545.754975
1239,9591.904128
1240,9380.25712
1241,9385.055537
1242,9389.853954
1243,9394.652371
1244,9399.450789
1245,9404.249206
1246,9409.047623
1247,9413.84604
1248,9418.644458
1249,9423.442875
1250,9428.241292
1251,9433.039709
1252,9437.838127
1253,9442.636544
1254,9447.434961
1255,9980.694705
1256,10017.02364
1257,10053.35257
1258,10089.6815
1259,10126.01043
1260,10162.33936
1261,10198.66829
1262,10234.99722
1263,10271.32615
1264,10307.65508
1265,10343.98402
1266,10380.31295
1267,10416.64188
1268,10452.97081
1269,10489.29974
1270,8926.239687
1271,8944.208598
1272,8962.177508
1273,8980.146419
1274,8998.11533
1275,9016.08424
1276,9034.053151
1277,9052.022062
1278,9069.990972
1279,9087.959883
1280,9105.928794
1281,9123.897704
1282,9141.866615
1283,9159.835526
1284,9177.804436
1285,5003.782653
1286,4807.873743
1287,4611.964833
1288,4416.055924
1289,4220.147014
1290,4024.238105
1291,3828.329195
1292,3632.420286
1293,3436.511376
1294,3240.602467
1295,3044.693557
1296,2848.784648
1297,2652.875738
1298,2456.966829
1299,2261.057919
1300,6590.062542
1301,6572.016829
1302,6553.971115
1303,6535.925401
1304,6517.879688
1305,6499.833974
1306,6481.78826
1307,6463.742546
1308,6445.696833
1309,6427.651119
1310,6409.605405
1311,6391.559692
1312,6373.513978
1313,6355.468264
1314,6337.42255
1315,7031.352523
1316,7027.91641
1317,7024.480297
1318,7021.044185
1319,7017.608072
1320,7014.171959
1321,7010.735847
1322,7007.299734
1323,7003.863622
1324,7000.427509
1325,6996.991396
1326,6993.555284
1327,6990.119171
1328,6986.683059
1329,6983.246946
1330,8917.95997
1331,9028.545794
1332,9139.131618
1333,9249.717442
1334,9360.303265
1335,9470.889089
1336,9581.474913
1337,9692.060737
1338,9802.646561
1339,9913.232385
1340,10023.81821
1341,10134.40403
1342,10244.98986
1343,10355.57568
1344,10466.1615
1345,9380.950638
1346,9379.695783
1347,9378.440927
1348,9377.186072
1349,9375.931217
1350,9374.676361
1351,9373.421506
1352,9372.166651
1353,9370.911795
1354,9369.65694
1355,9368.402085
1356,9367.147229
1357,9365.892374
1358,9364.637519
1359,9363.382663
1360,9517.836408
1361,9547.665485
1362,9577.494562
1363,9607.323638
1364,9637.152715
1365,9666.981792
1366,9696.810869
1367,9726.639945
1368,9756.469022
1369,9786.298099
1370,9816.127175
1371,9845.956252
1372,9875.785329
1373,9905.614405
1374,9935.443482
1375,9383.496172
1376,9362.664464
1377,9341.832756
1378,9321.001048
1379,9300.16934
1380,9279.337632
1381,9258.505923
1382,9237.674215
1383,9216.842507
1384,9196.010799
1385,9175.179091
1386,9154.347383
1387,9133.515675
1388,9112.683966
1389,9091.852258
1390,9144.16246
1391,9147.334515
1392,9150.506571
1393,9153.678626
1394,9156.850681
1395,9160.022737
1396,9163.194792
1397,9166.366847
1398,9169.538903
1399,9172.710958
1400,9175.883014
1401,9179.055069
1402,9182.227124
1403,9185.39918
1404,9188.571235
1405,9209.287955
1406,9215.857221
1407,9222.426488
1408,9228.995755
1409,9235.565021
1410,9242.134288
1411,9248.703555
1412,9255.272822
1413,9261.842088
1414,9268.411355
1415,9274.980622
1416,9281.549888
1417,9288.119155
1418,9294.688422
1419,9301.257689
1420,11205.0605
1421,11287.13407
1422,11369.20763
1423,11451.28119
1424,11533.35475
1425,11615.42831
1426,11697.50188
1427,11779.57544
1428,11861.649
1429,11943.72256
1430,12025.79612
1431,12107.86968
1432,12189.94325
1433,12272.01681
1434,12354.09037
1435,11811.26663
1436,11847.03064
1437,11882.79464
1438,11918.55865
1439,11954.32266
1440,11990.08667
1441,12025.85068
1442,12061.61469
1443,12097.3787
1444,12133.1427
1445,12168.90671
1446,12204.67072
1447,12240.43473
1448,12276.19874
1449,12311.96275
1450,11463.42364
1451,11454.13001
1452,11444.83638
1453,11435.54275
1454,11426.24912
1455,11416.9555
1456,11407.66187
1457,11398.36824
1458,11389.07461
1459,11379.78098
1460,11370.48736
1461,11361.19373
1462,11351.9001
1463,11342.60647
1464,11333.31284
1465,10314.62643
1466,10285.64252
1467,10256.6586
1468,10227.67468
1469,10198.69076
1470,10169.70685
1471,10140.72293
1472,10111.73901
1473,10082.7551
1474,10053.77118
1475,10024.78726
1476,9995.803344
1477,9966.819426
1478,9937.835509
1479,9908.851592
1480,10700.56211
1481,10696.72491
1482,10692.88771
1483,10689.05051
1484,10685.21331
1485,10681.37611
1486,10677.53891
1487,10673.70171
1488,10669.86451
1489,10666.02731
1490,10662.19011
1491,10658.35291
1492,10654.51571
1493,10650.67851
1494,10646.84131
1495,11460.75075
1496,11481.61077
1497,11502.47078
1498,11523.33079
1499,11544.1908
1500,11565.05081
1501,11585.91083
1502,11606.77084
1503,11627.63085
1504,11648.49086
1505,11669.35087
1506,11690.21088
1507,11711.0709
1508,11731.93091
1509,11752.79092
1510,13479.19352
1511,13581.02648
1512,13682.85944
1513,13784.6924
1514,13886.52536
1515,13988.35831
1516,14090.19127
1517,14192.02423
1518,14293.85719
1519,14395.69015
1520,14497.5231
1521,14599.35606
1522,14701.18902
1523,14803.02198
1524,14904.85494
1525,16375.08619
1526,16537.9127
1527,16700.73921
1528,16863.56572
1529,17026.39223
1530,17189.21875
1531,17352.04526
1532,17514.87177
1533,17677.69828
1534,17840.5248
1535,18003.35131
1536,18166.17782
1537,18329.00433
1538,18491.83084
1539,18654.65736
1540,17218.91674
1541,17298.47418
1542,17378.03162
1543,17457.58905
1544,17537.14649
1545,17616.70393
1546,17696.26137
1547,17775.8188
1548,17855.37624
1549,17934.93368
1550,18014.49112
1551,18094.04855
1552,18173.60599
1553,18253.16343
1554,18332.72087
1555,18811.34856
1556,18898.66128
1557,18985.97401
1558,19073.28674
1559,19160.59946
1560,19247.91219
1561,19335.22491
1562,19422.53764
1563,19509.85036
1564,19597.16309
1565,19684.47581
1566,19771.78854
1567,19859.10126
1568,19946.41399
1569,20033.72672
1570,26540.7772
1571,26832.45169
1572,27124.12617
1573,27415.80065
1574,27707.47513
1575,27999.14961
1576,28290.82409
1577,28582.49857
1578,28874.17305
1579,29165.84753
1580,29457.52201
1581,29749.19649
1582,30040.87097
1583,30332.54545
1584,30624.21993
1585,35884.05402
1586,36207.64696
1587,36531.2399
1588,36854.83285
1589,37178.42579
1590,37502.01873
1591,37825.61168
1592,38149.20462
1593,38472.79756
1594,38796.3905
1595,39119.98345
1596,39443.57639
1597,39767.16933
1598,40090.76228
1599,40414.35522
1600,32707.64471
1601,32874.14469
1602,33040.64467
1603,33207.14465
1604,33373.64463
1605,33540.14461
1606,33706.64459
1607,33873.14457
1608,34039.64454
1609,34206.14452
1610,34372.6445
1611,34539.14448
1612,34705.64446
1613,34872.14444
1614,35038.64442
1615,45181.81434
1616,45468.21818
1617,45754.62203
1618,46041.02587
1619,46327.42972
1620,46613.83356
1621,46900.23741
1622,47186.64125
1623,47473.04509
1624,47759.44894
1625,48045.85278
1626,48332.25663
1627,48618.66047
1628,48905.06432
1629,49191.46816
1630,47160.58297
1631,47402.94422
1632,47645.30547
1633,47887.66671
1634,48130.02796
1635,48372.38921
1636,48614.75046
1637,48857.1117
1638,49099.47295
1639,49341.8342
1640,49584.19544
1641,49826.55669
1642,50068.91794
1643,50311.27918
1644,50553.64043
1645,57742.37092
1646,58204.16331
1647,58665.9557
1648,59127.74809
1649,59589.54048
1650,60051.33286
1651,60513.12525
1652,60974.91764
1653,61436.71003
1654,61898.50242
1655,62360.29481
1656,62822.0872
1657,63283.87959
1658,63745.67197
1659,64207.46436
1660,56159.78511
1661,56488.50362
1662,56817.22212
1663,57145.94062
1664,57474.65912
1665,57803.37763
1666,58132.09613
1667,58460.81463
1668,58789.53313
1669,59118.25163
1670,59446.97014
1671,59775.68864
1672,60104.40714
1673,60433.12564
1674,60761.84415
1675,60273.13465
1676,60579.12026
1677,60885.10588
1678,61191.0915
1679,61497.07711
1680,61803.06273
1681,62109.04835
1682,62415.03397
1683,62721.01958
1684,63027.0052
1685,63332.99082
1686,63638.97644
1687,63944.96205
1688,64250.94767
1689,64556.93329
1690,53437.86099
1691,53360.37931
1692,53282.89763
1693,53205.41594
1694,53127.93426
1695,53050.45258
1696,52972.97089
1697,52895.48921
1698,52818.00753
1699,52740.52584
1700,52663.04416
1701,52585.56248
1702,52508.0808
1703,52430.59911
1704,52353.11743
1705,56702.87675
1706,56725.0526
1707,56747.22845
1708,56769.4043
1709,56791.58015
1710,56813.75599
1711,56835.93184
1712,56858.10769
1713,56880.28354
1714,56902.45938
1715,56924.63523
1716,56946.81108
1717,56968.98693
1718,56991.16278
1719,57013.33862
1720,38788.62612
1721,38491.79659
1722,38194.96705
1723,37898.13752
1724,37601.30799
1725,37304.47845
1726,37007.64892
1727,36710.81938
1728,36413.98985
1729,36117.16031
1730,35820.33078
1731,35523.50124
1732,35226.67171
1733,34929.84217
1734,34633.01264
1735,36368.24723
1736,36121.01096
1737,35873.77469
1738,35626.53841
1739,35379.30214
1740,35132.06587
1741,34884.8296
1742,34637.59333
1743,34390.35706
1744,34143.12079
1745,33895.88451
1746,33648.64824
1747,33401.41197
1748,33154.1757
1749,32906.93943
1750,31454.44442
1751,30941.74702
1752,30429.04963
