index,btc_HWES
1753,29916.35223
1754,29403.65484
1755,28890.95744
1756,28378.26005
1757,27865.56265
1758,27352.86526
1759,26840.16786
1760,26327.47046
1761,25814.77307
1762,25302.07567
1763,24789.37828
1764,24276.68088
1765,33302.96117
1766,33104.59971
1767,32906.23825
1768,32707.87679
1769,32509.51533
1770,32311.15387
1771,32112.79242
1772,31914.43096
1773,31716.0695
1774,31517.70804
1775,31319.34658
1776,31120.98512
1777,30922.62366
1778,30724.2622
1779,30525.90074
1780,35200.09376
1781,35274.94838
1782,35349.80301
1783,35424.65764
1784,35499.51227
1785,35574.36689
1786,35649.22152
1787,35724.07615
1788,35798.93078
1789,35873.7854
1790,35948.64003
1791,36023.49466
1792,36098.34929
1793,36173.20391
1794,36248.05854
1795,46646.38926
1796,47294.39716
1797,47942.40507
1798,48590.41297
1799,49238.42088
1800,49886.42878
1801,50534.43669
1802,51182.44459
1803,51830.4525
1804,52478.4604
1805,53126.46831
1806,53774.47621
1807,54422.48412
1808,55070.49202
1809,55718.49993
1810,48433.41754
1811,48705.44354
1812,48977.46954
1813,49249.49553
1814,49521.52153
1815,49793.54753
1816,50065.57353
1817,50337.59952
1818,50609.62552
1819,50881.65152
1820,51153.67752
1821,51425.70351
1822,51697.72951
1823,51969.75551
1824,52241.78151
