100,782.3055337585673
101,790.4918521340927
102,789.8504011012059
103,799.2108058949119
104,795.273574299089
105,798.5093881752255
106,802.3169575860818
107,814.1560545634622
108,814.8193388693734
109,810.8909108960889
110,810.3871208982738
111,801.2240757011069
112,807.8511242899098
113,802.0953642853405
114,807.6996926955109
115,807.7383314069594
116,816.7542428238495
117,813.0754909841978
118,820.0351795562021
119,817.851115151769
120,819.2498688553638
121,823.1019240698607
122,825.1755257687994
123,823.128307950035
124,754.1515999954427
125,778.6743004374388
126,721.5735625287105
127,735.6036974698327
128,639.3268985682305
129,680.0423239907738
130,579.621739954384
131,630.7842398535756
132,614.8282679193597
133,639.0861346595428
134,619.3900864905773
135,654.0476796296155
136,645.4570880645323
137,706.3793034078093
138,702.174872584683
139,734.565681628902
140,712.8710252162268
141,745.4412867231589
142,723.3674421689767
143,772.9059425062711
144,760.9263241083619
145,829.2001346888707
146,987.1795819205926
147,1009.7674682078405
148,1022.9239143416609
149,990.051948506346
150,982.5700987294455
151,1019.4534032282221
152,991.3148281755392
153,970.3381187683809
154,953.1465132332694
155,950.4733505604967
156,956.5371704205636
157,951.9281401299016
158,941.4387990855859
159,950.8306315636274
160,951.1305594563345
161,936.9335143956596
162,941.4411458113453
163,938.2847681637966
164,923.7534949898859
165,946.9700080352667
166,950.7879728444642
167,953.1457012144008
168,948.0304986014976
169,1143.8954296439003
170,1159.8336651502514
171,1160.1347318621356
172,1133.3370880859732
173,1096.867748663456
174,1127.6076368189251
175,1127.8432840927385
176,1115.0586043735107
177,1144.5085549515359
178,1135.7824610756152
179,1132.7854226233242
180,1128.2865567547508
181,1125.3276130213246
182,1126.9506879676164
183,1101.4955467717623
184,1108.7217237977059
185,1095.0655963692432
186,1081.257751629065
187,1095.9603497195098
188,1123.9474675754975
189,1100.752400164255
190,1092.951817226122
191,1114.2110700300827
192,1140.332936175612
193,1180.0314080752596
194,1212.4635357719878
195,1226.4728923423957
196,1200.8480262560026
197,1133.008092079743
198,1114.6859791313732
199,1143.2643406241953
200,1152.2793968900182
201,1179.4908868240507
202,1270.537504242525
203,1322.779040189306
204,1327.5295171559703
205,1260.7804114843664
206,1231.2063951289458
207,1178.423722664302
208,1157.8820416420092
209,1175.7612270365294
210,1175.1099669760688
211,1215.6852558299363
212,1283.1806806082145
213,1316.252589455497
214,1262.1556425591777
215,1169.4655278477262
216,1214.290909728253
217,1210.6814483609692
218,1245.3743701493095
219,1243.4142353544873
220,1158.3655140339254
221,1126.0528242021653
222,1123.1389882674134
223,1123.8648468129009
224,1120.0805179332974
225,1104.4369979723697
226,1090.5304951421074
227,1051.6226828846395
228,1035.492764545558
229,1010.9894774976689
230,1013.8177644463335
231,998.0775222966652
232,1016.1323852054421
233,1031.6069771128107
234,1037.7875151997068
235,1024.0044531697401
236,998.2202961829192
237,1009.857384487794
238,1546.2398537890094
239,1584.7592397508067
240,1569.2853907647468
241,1572.33599073422
242,1606.6264344489155
243,1618.7823212272594
244,1637.3745176557757
245,1676.4424005047863
246,1685.0436910218295
247,1675.019831292093
248,1711.3854956107552
249,1714.1142397097665
250,1687.7529975925886
251,1688.6667687133595
252,1704.8129938691293
253,1705.311558368284
254,1717.2944635158
255,1727.995706058164
256,1729.3854931907806
257,1752.4650854436609
258,1772.42492925705
259,1797.2887823963804
260,1805.55869028329
261,2238.176488822686
262,2385.792046143948
263,2366.458280215464
264,2517.180314683555
265,2481.557805451336
266,2593.0186383985465
267,2572.644075384361
268,2672.5500210432006
269,2721.6988302160134
270,2738.1533295184117
271,2689.156816234164
272,2777.4434517415352
273,2661.012309257726
274,2688.3568761473875
275,2682.277606144828
276,2689.935549558139
277,2803.606792099296
278,2781.904460540177
279,2861.541801938268
280,2893.932886540771
281,2977.632804387731
282,2999.261985164894
283,3049.573839139874
284,2531.707714916435
285,2816.914537878889
286,2742.273489645441
287,2693.2000879637512
288,2634.517352016855
289,2527.7962969523687
290,2523.314860209774
291,2288.2291615021877
292,2259.8941498587183
293,2540.661954864562
294,2388.6724140513306
295,2373.474801264788
296,2379.650908029335
297,2474.0229785133297
298,2576.0954195560057
299,2486.3625296018117
300,2697.600910047951
301,2622.7596687064
302,2688.5772524462122
303,2672.5869709897347
304,2603.846649288619
305,2649.889120201802
