index,gold_23
726,1197.142299
727,1200.022438
728,1196.25505
729,1196.602179
730,1195.069035
731,1191.26358
732,1188.958209
733,1189.176002
734,1195.075812
735,1195.163659
736,1194.455034
737,1198.803497
738,1199.506819
739,1201.576258
740,1204.467793
741,1208.689423
742,1209.926589
743,1211.761809
744,1207.110038
745,1202.469145
746,1197.155109
747,1195.646507
748,1195.324862
749,1197.637091
750,1194.198922
751,1194.523294
752,1193.155683
753,1186.117251
754,1189.744301
755,1189.221801
756,1186.67011
757,1185.667366
758,1187.563643
759,1194.520228
760,1192.474171
761,1196.811968
762,1197.660997
763,1194.238308
764,1197.164091
765,1197.175435
766,1202.228527
767,1224.880777
768,1219.04057
769,1214.751043
770,1219.302875
771,1219.755281
772,1219.101
773,1217.679844
774,1219.128543
775,1217.236066
776,1216.801026
777,1216.879208
778,1222.120923
779,1224.729252
780,1226.627123
781,1221.046389
782,1222.490198
783,1224.16784
784,1224.010806
785,1221.670636
786,1223.253684
787,1226.567492
788,1232.448232
789,1237.484043
790,1210.025134
791,1214.580489
792,1205.937621
793,1210.561655
794,1214.665129
795,1213.245424
796,1209.944328
797,1207.282313
798,1212.926147
799,1206.995846
800,1210.850724
801,1206.073955
802,1205.619213
803,1209.996769
804,1212.922912
805,1214.822112
806,1210.56309
807,1210.087257
808,1211.869118
809,1207.864312
810,1207.809541
811,1205.920859
812,1206.901756
813,1231.318787
814,1228.196275
815,1224.87286
816,1230.870321
817,1223.216852
818,1233.596628
819,1230.827435
820,1221.857881
821,1223.70976
822,1224.686525
823,1223.217159
824,1224.453911
825,1221.810413
826,1223.022787
827,1221.35227
828,1222.061106
829,1218.404324
830,1220.099183
831,1222.623499
832,1222.268591
833,1222.385034
834,1222.467646
835,1223.697995
836,1264.783086
837,1268.706368
838,1266.451002
839,1267.395779
840,1266.571123
841,1262.587649
842,1262.23314
843,1262.469275
844,1266.602902
845,1260.540792
846,1264.87171
847,1265.439964
848,1266.573663
849,1268.028127
850,1270.065435
851,1271.756727
852,1269.003708
853,1270.597225
854,1265.636636
855,1262.34898
856,1259.822253
857,1256.726168
858,1254.272258
859,1288.798169
860,1289.364327
861,1282.579777
862,1281.521613
863,1280.399146
864,1286.390209
865,1279.276784
866,1277.019818
867,1275.648047
868,1279.530289
869,1277.729931
870,1275.852038
871,1278.258268
872,1281.51472
873,1282.825427
874,1286.772154
875,1283.456957
876,1280.741566
877,1279.831651
878,1280.103197
879,1275.270319
880,1271.917715
881,1275.113925
882,1319.234266
883,1315.146156
884,1316.195069
885,1318.004026
886,1316.853701
887,1316.563806
888,1317.735289
889,1316.523946
890,1318.820355
891,1318.294862
892,1313.916446
893,1312.384717
894,1313.25678
895,1314.966713
896,1318.007901
897,1317.4144
898,1321.615185
899,1324.429768
900,1328.801067
901,1330.678319
902,1329.032699
903,1327.35995
904,1331.52796
905,1281.802613
906,1282.301831
907,1279.791911
908,1276.685935
909,1278.310441
910,1279.841005
911,1281.035726
912,1277.000972
913,1283.349545
914,1285.978861
915,1285.311425
916,1288.832082
917,1289.346216
918,1287.519983
919,1280.84822
920,1279.847019
921,1278.434996
922,1275.835127
923,1270.761017
924,1267.83749
925,1269.125129
926,1266.732957
927,1261.244678
928,1308.045694
929,1307.992744
930,1304.671262
931,1305.88153
932,1307.296557
933,1310.306958
934,1311.87398
935,1308.130924
936,1309.594749
937,1312.594238
938,1309.050446
939,1311.287146
940,1311.235782
941,1316.656653
942,1313.401179
943,1313.451035
944,1311.434636
945,1308.913466
946,1306.482757
947,1305.172033
948,1300.136973
949,1305.367292
950,1304.131632
951,1272.46076
952,1267.320174
953,1268.392306
954,1267.698751
955,1271.432589
956,1271.039531
957,1275.865464
958,1279.232924
959,1281.304253
960,1281.462898
961,1281.353459
962,1284.819434
963,1283.947743
964,1286.726033
965,1288.864844
966,1289.606769
967,1288.549542
968,1284.489789
969,1282.608916
970,1280.936884
971,1276.745793
972,1275.446603
973,1272.560679
974,1289.833338
975,1285.727473
976,1287.609263
977,1284.627495
978,1279.19571
979,1274.486294
980,1273.128464
981,1274.315887
982,1271.55075
983,1274.279434
984,1273.347789
985,1277.907322
986,1279.253763
987,1277.814825
988,1278.658259
989,1280.597779
990,1281.229111
991,1280.17965
992,1279.470507
993,1276.512177
994,1275.170823
995,1271.975707
996,1270.780318
997,1329.273245
998,1335.687832
999,1340.285823
1000,1346.199517
1001,1342.887582
1002,1339.517417
1003,1334.333019
1004,1330.379692
1005,1326.242028
1006,1315.510076
1007,1312.059849
1008,1307.898636
1009,1306.079068
1010,1302.060146
1011,1302.963164
1012,1303.496502
1013,1299.99586
1014,1298.08937
1015,1298.954362
1016,1300.735122
1017,1304.804549
1018,1306.620264
1019,1305.650245
1020,1408.097434
1021,1413.453064
1022,1406.028493
1023,1394.198228
1024,1410.532905
1025,1413.69612
1026,1411.861552
1027,1405.462209
1028,1425.046652
1029,1420.120458
1030,1429.654409
1031,1437.578808
1032,1457.314149
1033,1458.737637
1034,1446.613513
1035,1457.741518
1036,1453.890229
1037,1464.327237
1038,1444.922907
1039,1451.226447
1040,1457.492135
1041,1450.396408
1042,1449.659365
1043,1430.523561
1044,1436.095367
1045,1448.489713
1046,1436.343635
1047,1426.088078
1048,1431.03054
1049,1427.163956
1050,1428.789979
1051,1419.313784
1052,1422.172297
1053,1433.906004
1054,1437.849413
1055,1425.526209
1056,1433.844425
1057,1437.757734
1058,1437.811616
1059,1440.241564
1060,1443.993293
1061,1452.748918
1062,1444.530834
1063,1443.79571
1064,1444.235745
1065,1446.536861
1066,1493.152333
1067,1488.020125
1068,1499.123778
1069,1502.556795
1070,1490.343716
1071,1502.28322
1072,1495.533184
1073,1494.575729
1074,1486.102207
1075,1493.732728
1076,1510.911187
1077,1498.905851
1078,1504.904251
1079,1510.817211
1080,1516.432384
1081,1516.677593
1082,1513.823737
1083,1517.442513
1084,1522.529488
1085,1528.56078
1086,1527.379454
1087,1531.109937
1088,1536.030984
1089,1538.744239
1090,1534.504514
1091,1523.353279
1092,1523.516638
1093,1523.184129
1094,1514.566819
1095,1527.921706
1096,1523.958304
1097,1523.426425
1098,1524.141567
1099,1520.267534
1100,1526.604712
1101,1523.65601
1102,1522.371954
1103,1534.96851
1104,1543.269819
1105,1549.451014
1106,1551.569993
1107,1551.507902
1108,1557.803001
1109,1553.110886
1110,1545.512746
1111,1542.727157
1112,1493.970374
1113,1489.749876
1114,1486.415901
1115,1487.565066
1116,1485.365535
1117,1480.639226
1118,1473.297431
1119,1466.020795
1120,1467.634762
1121,1469.532505
1122,1463.619528
1123,1475.861416
1124,1480.043092
1125,1480.807512
1126,1481.500996
1127,1487.270536
1128,1491.487232
1129,1486.755485
1130,1481.413103
1131,1484.32226
1132,1484.989881
1133,1482.5853
1134,1487.282867
1135,1490.219263
1136,1493.7309
1137,1500.394702
1138,1488.592133
1139,1465.616887
1140,1467.464899
1141,1476.035517
1142,1473.389564
1143,1478.045413
1144,1483.181184
1145,1485.304057
1146,1481.085738
1147,1473.461856
1148,1479.256568
1149,1481.098599
1150,1469.553813
1151,1465.010007
1152,1471.437368
1153,1474.239865
1154,1473.69173
1155,1477.697586
1156,1477.732197
1157,1480.369956
1158,1460.507223
1159,1468.770414
1160,1475.410319
1161,1471.256804
1162,1475.105628
1163,1477.165351
1164,1477.535356
1165,1478.869128
1166,1484.615774
1167,1480.911451
1168,1478.211098
1169,1483.964729
1170,1482.643841
1171,1475.606671
1172,1475.095746
1173,1479.060122
1174,1480.265984
1175,1485.032676
1176,1486.499829
1177,1491.204787
1178,1480.22973
1179,1480.151126
1180,1479.437173
1181,1477.081282
1182,1467.394299
1183,1465.902149
1184,1470.624175
1185,1456.481424
1186,1458.615137
1187,1458.145792
1188,1459.709272
1189,1461.716833
1190,1466.045517
1191,1466.631471
1192,1461.278157
1193,1459.478222
1194,1458.711822
1195,1460.049195
1196,1457.029551
1197,1460.397336
1198,1457.586247
1199,1455.915045
1200,1458.539319
1201,1457.889997
1202,1455.831004
1203,1455.007388
1204,1515.686408
1205,1518.504377
1206,1518.81154
1207,1511.59342
1208,1519.75681
1209,1519.346894
1210,1519.145216
1211,1514.403293
1212,1507.886401
1213,1510.145503
1214,1508.604187
1215,1511.763271
1216,1515.548223
1217,1521.220638
1218,1523.020423
1219,1524.593135
1220,1523.252164
1221,1522.18204
1222,1521.530875
1223,1521.230969
1224,1517.040088
1225,1514.458718
1226,1515.274395
1227,1559.270911
1228,1555.026198
1229,1560.936502
1230,1555.144955
1231,1552.002664
1232,1549.431893
1233,1546.152011
1234,1543.195072
1235,1541.869783
1236,1539.544566
1237,1538.982264
1238,1536.698319
1239,1533.993384
1240,1538.151881
1241,1536.808365
1242,1534.592463
1243,1538.959429
1244,1536.908337
1245,1539.365147
1246,1530.873786
1247,1529.99374
1248,1529.988027
1249,1525.619134
1250,1562.342124
1251,1566.856462
1252,1567.29842
1253,1567.826473
1254,1571.058173
1255,1566.401837
1256,1568.188575
1257,1568.211281
1258,1566.349134
1259,1566.129845
1260,1565.898092
1261,1561.201406
1262,1558.112682
1263,1558.295195
1264,1562.66093
1265,1562.164674
1266,1562.143081
1267,1562.413791
1268,1561.626423
1269,1556.655161
1270,1559.125861
1271,1563.528343
1272,1560.835374
1273,1669.863004
1274,1665.097205
1275,1668.185363
1276,1646.882199
1277,1643.296383
1278,1668.271535
1279,1647.799718
1280,1654.85311
1281,1676.778187
1282,1680.984537
1283,1695.309953
1284,1710.847244
1285,1704.22163
1286,1707.571097
1287,1692.338105
1288,1675.398207
1289,1667.110415
1290,1656.642739
1291,1651.174585
1292,1662.253249
1293,1659.266065
1294,1665.420981
1295,1686.68926
1296,1621.827875
1297,1589.285558
1298,1588.336848
1299,1576.622455
1300,1531.729642
1301,1538.635907
1302,1563.014664
1303,1596.227878
1304,1573.300806
1305,1617.048804
1306,1631.114541
1307,1641.178405
1308,1640.372957
1309,1667.253153
1310,1649.448595
1311,1628.97124
1312,1613.337219
1313,1577.628979
1314,1581.032321
1315,1558.208638
1316,1559.48285
1317,1556.431409
1318,1580.273182
1319,1667.23829
1320,1695.669172
1321,1663.683847
1322,1677.417315
1323,1653.78982
1324,1650.850279
1325,1632.93371
1326,1639.761372
1327,1643.341951
1328,1609.506347
1329,1628.281766
1330,1614.160431
1331,1612.978308
1332,1604.427972
1333,1598.801612
1334,1585.245204
1335,1576.567456
1336,1598.780916
1337,1584.30436
1338,1593.489105
1339,1597.857253
1340,1599.660817
1341,1604.136459
1342,1733.276776
1343,1735.054609
1344,1732.747196
1345,1729.688538
1346,1729.614318
1347,1734.026866
1348,1738.427507
1349,1743.784339
1350,1757.426752
1351,1758.142835
1352,1756.744708
1353,1750.924721
1354,1756.43779
1355,1746.972554
1356,1746.462647
1357,1747.340596
1358,1746.491402
1359,1757.547394
1360,1767.112111
1361,1773.062741
1362,1769.520314
1363,1764.734673
1364,1759.643577
1365,1668.192315
1366,1662.578218
1367,1655.384891
1368,1652.700206
1369,1650.643695
1370,1656.193966
1371,1680.476751
1372,1662.78312
1373,1660.903623
1374,1664.728108
1375,1684.220304
1376,1689.493631
1377,1687.961318
1378,1684.089224
1379,1687.98814
1380,1685.086925
1381,1669.394715
1382,1650.305356
1383,1654.904677
1384,1645.761226
1385,1656.044031
1386,1665.502149
1387,1675.595354
1388,1769.474284
1389,1781.059134
1390,1779.698727
1391,1786.130409
1392,1777.02331
1393,1753.084472
1394,1742.076859
1395,1742.18376
1396,1748.384504
1397,1760.614905
1398,1769.301861
1399,1768.681922
1400,1772.679865
1401,1769.704319
1402,1769.879105
1403,1771.488791
1404,1759.350368
1405,1754.947411
1406,1755.943137
1407,1761.355338
1408,1771.373407
1409,1778.497212
1410,1782.38747
1411,1868.639939
1412,1861.948812
1413,1854.235959
1414,1848.8535
1415,1842.204476
1416,1833.706906
1417,1828.558789
1418,1837.465597
1419,1850.41076
1420,1859.550589
1421,1867.135936
1422,1877.166165
1423,1872.57827
1424,1875.059811
1425,1873.519183
1426,1882.22076
1427,1878.084058
1428,1871.871286
1429,1873.170746
1430,1879.612332
1431,1876.681313
1432,1882.671113
1433,1887.53914
1434,1906.074484
1435,1893.798832
1436,1942.402637
1437,1953.9769
1438,1919.207582
1439,1914.09624
1440,1938.518656
1441,1932.709438
1442,1892.405396
1443,1881.16739
1444,1881.843096
1445,1877.874371
1446,1878.014899
1447,1893.042002
1448,1900.88451
1449,1907.825732
1450,1907.238856
1451,1926.850704
1452,1942.294705
1453,1944.343934
1454,1943.068437
1455,1952.845922
1456,1966.001926
1457,1944.958758
1458,1914.358368
1459,1944.756226
1460,1963.119967
1461,1960.135018
1462,1925.034069
1463,1920.779857
1464,1914.889217
1465,1921.241237
1466,1917.976593
1467,1918.186388
1468,1916.493029
1469,1924.522009
1470,1914.749462
1471,1920.263839
1472,1918.126769
1473,1943.812999
1474,1929.347402
1475,1936.279787
1476,1917.877793
1477,1912.505578
1478,1916.09283
1479,1931.491645
1480,1869.32996
1481,1865.14811
1482,1866.573334
1483,1844.398385
1484,1842.927403
1485,1844.885352
1486,1826.741561
1487,1835.915166
1488,1863.474099
1489,1855.761844
1490,1862.795456
1491,1864.268503
1492,1865.29313
1493,1866.554081
1494,1873.87974
1495,1869.770177
1496,1868.660726
1497,1869.337241
1498,1859.013266
1499,1857.045103
1500,1861.257565
1501,1864.859444
1502,1861.411965
1503,1893.140668
1504,1895.945332
1505,1892.603857
1506,1872.665711
1507,1880.34765
1508,1872.973701
1509,1868.838733
1510,1852.852265
1511,1838.435966
1512,1840.438511
1513,1848.754531
1514,1858.938157
1515,1849.722791
1516,1841.950252
1517,1845.136309
1518,1832.298072
1519,1821.760246
1520,1844.692772
1521,1839.62427
1522,1852.117106
1523,1858.919829
1524,1873.424644
1525,1883.897391
1526,1908.437772
1527,1908.683868
1528,1905.359139
1529,1921.989301
1530,1909.802501
1531,1911.78193
1532,1901.487621
1533,1891.5804
1534,1866.92858
1535,1873.240866
1536,1878.04284
1537,1885.470892
1538,1901.984291
1539,1905.551112
1540,1889.515841
1541,1890.406894
1542,1892.863755
1543,1878.890353
1544,1884.917018
1545,1866.626624
1546,1875.547776
1547,1871.718962
1548,1897.853069
1549,1879.84431
1550,1864.434857
1551,1872.9706
1552,1863.253076
1553,1861.915724
1554,1853.581377
1555,1840.248337
1556,1828.943107
1557,1836.923944
1558,1855.904121
1559,1840.238241
1560,1839.216863
1561,1831.355229
1562,1836.678378
1563,1853.071288
1564,1853.441332
1565,1835.094981
1566,1836.02545
1567,1825.278084
1568,1823.619455
1569,1834.928513
1570,1821.234568
1571,1822.570039
1572,1889.040965
1573,1905.893333
1574,1898.094071
1575,1900.376421
1576,1911.83066
1577,1913.369476
1578,1921.763159
1579,1905.016712
1580,1886.704952
1581,1882.409466
1582,1871.876661
1583,1878.566473
1584,1878.604236
1585,1875.039268
1586,1878.795872
1587,1880.166965
1588,1888.284583
1589,1890.580067
1590,1893.54538
1591,1901.715099
1592,1901.636931
1593,1907.466548
1594,1890.549548
1595,1842.182278
1596,1834.964004
1597,1825.805426
1598,1821.731996
1599,1819.931341
1600,1825.440405
1601,1826.536558
1602,1849.205462
1603,1876.684103
1604,1889.503999
1605,1896.139756
1606,1895.340639
1607,1878.665654
1608,1879.12514
1609,1870.908771
1610,1865.748902
1611,1862.673582
1612,1871.626174
1613,1864.835316
1614,1860.326669
1615,1859.099722
1616,1849.554895
1617,1854.948619
1618,1812.3537
1619,1817.393778
1620,1812.723813
1621,1819.082793
1622,1822.0551
1623,1813.017996
1624,1810.972707
1625,1817.856718
1626,1815.928831
1627,1845.533561
1628,1846.196161
1629,1867.373695
1630,1870.077354
1631,1877.027748
1632,1854.455257
1633,1852.050484
1634,1831.63662
1635,1844.148569
1636,1848.745228
1637,1853.772574
1638,1862.128506
1639,1867.11794
1640,1867.667025
1641,1719.398375
1642,1732.316868
1643,1742.719979
1644,1748.284322
1645,1731.162124
1646,1712.40006
1647,1698.889018
1648,1703.450261
1649,1697.410546
1650,1687.13091
1651,1687.540351
1652,1686.568234
1653,1678.173553
1654,1663.044113
1655,1659.36694
1656,1662.056725
1657,1669.04586
1658,1672.952289
1659,1666.645809
1660,1663.10754
1661,1661.439012
1662,1655.008545
1663,1646.071479
1664,1746.12549
1665,1753.080768
1666,1750.507888
1667,1747.224349
1668,1720.832144
1669,1725.334362
1670,1715.852272
1671,1716.58984
1672,1724.298074
1673,1723.188048
1674,1723.782154
1675,1715.305118
1676,1714.710286
1677,1716.298254
1678,1714.969838
1679,1720.400592
1680,1719.897915
1681,1718.092092
1682,1710.233979
1683,1701.913628
1684,1699.294651
1685,1696.279704
1686,1692.585331
1687,1788.525056
1688,1802.518353
1689,1785.610218
1690,1786.853872
1691,1798.657859
1692,1793.983039
1693,1795.169453
1694,1802.850769
1695,1811.648973
1696,1819.829589
1697,1816.869712
1698,1811.450059
1699,1813.117629
1700,1811.304747
1701,1808.686971
1702,1812.627791
1703,1814.312841
1704,1807.60274
1705,1815.784694
1706,1813.388404
1707,1812.90925
1708,1810.040491
1709,1809.118892
1710,1851.682658
1711,1861.699973
1712,1857.314364
1713,1858.33841
1714,1866.062163
1715,1855.698471
1716,1847.711282
1717,1851.114984
1718,1851.461966
1719,1848.434304
1720,1834.557076
1721,1839.958493
1722,1849.951424
1723,1851.37008
1724,1856.86967
1725,1853.099976
1726,1854.506742
1727,1858.610636
1728,1861.637396
1729,1869.179769
1730,1882.151698
1731,1887.082152
1732,1891.131026
1733,1889.834931
1734,1902.73246
1735,1904.766677
1736,1907.854921
1737,1907.049989
1738,1896.342897
1739,1902.34015
1740,1904.573105
1741,1888.798989
1742,1886.111999
1743,1893.774145
1744,1896.780802
1745,1888.456976
1746,1902.463166
1747,1902.74979
1748,1901.419197
1749,1903.726259
1750,1914.695987
1751,1913.500917
