index,gold_23
1752,1913.760737
1753,1920.674977
1754,1916.540004
1755,1905.584024
1756,1789.163443
1757,1795.583146
1758,1798.082119
1759,1793.273821
1760,1809.293607
1761,1790.371468
1762,1807.329137
1763,1808.552526
1764,1820.793007
1765,1840.942588
1766,1844.989719
1767,1865.919976
1768,1860.08688
1769,1852.555408
1770,1866.418517
1771,1861.448006
1772,1865.675604
1773,1851.08007
1774,1867.565027
1775,1866.02228
1776,1860.183332
1777,1868.11355
1778,1863.524279
1779,1801.25823
1780,1814.657897
1781,1820.759844
1782,1818.422202
1783,1823.047673
1784,1823.608413
1785,1828.663632
1786,1823.524112
1787,1820.344279
1788,1816.005148
1789,1812.250876
1790,1813.74922
1791,1819.51397
1792,1820.048635
1793,1821.823749
1794,1828.315773
1795,1824.715261
1796,1824.717405
1797,1829.069251
1798,1833.586043
1799,1833.091146
1800,1827.307981
1801,1827.101706
1802,1792.291681
1803,1793.97009
1804,1798.264637
1805,1789.303276
1806,1788.320053
1807,1792.003712
1808,1786.607926
1809,1802.575527
1810,1804.140295
1811,1813.129817
1812,1808.486916
1813,1818.31545
1814,1819.263832
1815,1819.261892
1816,1830.726992
1817,1830.143111
1818,1834.116558
1819,1837.404441
1820,1839.034712
1821,1828.310113
1822,1830.57042
1823,1827.679828
1824,1828.83524
